Store,Dept,residual_std
2,26,318.0224888683734
2,27,157.34761347911413
2,28,69.6537562927682
2,29,146.28489421843577
2,30,148.58168143746983
2,31,221.47065377965023
2,32,535.5938738444606
2,33,302.6160328046744
2,34,422.55857787906837
2,35,181.79051324261087
2,36,321.5176186556056
2,37,114.66990341282174
2,38,1347.1615055439408
2,40,755.8234228819862
2,41,232.35791554118518
2,42,139.9028320213778
2,44,191.11228030906528
2,45,10.664930760158656
2,46,483.82567436469986
2,47,197.21199482220615
2,48,671.168894496722
2,49,539.1061154038407
2,52,123.95034963584972
2,54,31.041843111982022
2,55,378.5924225148562
2,56,405.9995408278711
2,58,1240.7674628459688
2,59,132.30337444055414
2,60,64.79811860439324
2,67,646.874594253918
2,71,214.45731630669096
2,72,2926.639691841358
2,74,338.2995774920596
2,78,38.494538837554344
2,79,954.0207831931813
2,80,283.8628674693507
2,81,321.4887058439089
2,82,487.7382081120872
2,83,118.80202138000139
2,85,197.51497258375778
2,87,838.7432174285553
2,90,1404.9945718918727
2,91,872.4599073976037
2,92,5587.780903316115
2,93,1399.7990345062856
2,94,1499.5190656420164
2,95,3805.0542567147036
2,96,518.8254249608483
2,97,531.3750846504786
2,98,268.88058628856373
2,99,280.05829403599637
3,1,924.3759546949634
3,2,818.1209813560776
3,3,907.4188138632136
3,4,479.6198467719229
3,5,1393.261227416909
3,6,434.64916746410285
3,7,1006.6072199524234
3,8,404.2800549267649
3,9,845.7107387145758
3,10,726.5026887748712
3,11,1523.8977229647696
3,12,248.96145587426756
3,13,692.4033163555251
3,14,482.65477796327303
3,16,915.6680491410414
3,17,322.6182333247893
3,18,626.4177776610586
3,19,153.7140397739932
3,20,227.8670391942861
3,21,129.46379790869446
3,22,471.7669989529965
3,23,1109.3786576551486
3,24,560.034835114304
3,25,531.6147666923404
3,26,318.3757667332289
3,27,75.11549337486146
3,28,29.442865715189804
3,29,175.9518348265887
3,30,171.30689682631487
3,31,204.35235875602172
3,32,1056.22870268054
3,33,516.0660767993647
3,34,537.9751563610639
3,35,180.3542251968364
3,36,126.31728608640574
3,38,11187.007217048811
3,40,725.4560696200383
3,41,133.64245004882926
3,42,818.761373220733
3,44,242.98874555837267
3,46,642.872331476201
3,49,16.22794722084771
3,51,8.460583263094778
3,52,137.6696702286653
3,54,20.184736741269937
3,55,874.9218034887662
3,56,526.2085347141732
3,59,55.45097560340602
3,60,28.421225723712162
3,67,470.57856055288715
3,71,265.5363894190006
3,72,2594.38008297394
3,74,456.9803283638961
3,79,515.3137862859231
3,80,12.594331561495812
